 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569, 0.721569,
 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726, 0.713726,
 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961, 0.701961,
 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196, 0.690196,
 0.670588, 0.670588, 0.674510, 0.674510, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.674510, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588, 0.670588,
 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824, 0.658824,
 0.643137, 0.643137, 0.643137, 0.643137, 0.639216, 0.643137, 0.643137, 0.643137, 0.643137, 0.650980, 0.670588, 0.674510, 0.674510, 0.666667, 0.650980, 0.643137, 0.643137, 0.643137, 0.643137, 0.639216, 0.643137, 0.643137, 0.643137, 0.643137, 0.643137, 0.639216, 0.643137, 0.643137,
 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.627451, 0.713726, 0.784314, 0.870588, 0.929412, 0.941176, 0.937255, 0.925490, 0.866667, 0.678431, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529, 0.623529,
 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.643137, 0.905882, 0.996078, 0.996078, 0.996078, 0.988235, 0.980392, 0.988235, 0.996078, 0.835294, 0.611765, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922, 0.603922,
 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.752941, 0.972549, 0.996078, 0.949020, 0.776471, 0.709804, 0.682353, 0.745098, 0.972549, 0.917647, 0.611765, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314, 0.584314,
 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.654902, 0.843137, 0.862745, 0.776471, 0.568627, 0.564706, 0.564706, 0.615686, 0.937255, 0.917647, 0.596078, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706, 0.564706,
 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.584314, 0.560784, 0.560784, 0.545098, 0.552941, 0.615686, 0.811765, 0.988235, 0.827451, 0.552941, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098, 0.545098,
 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.525490, 0.654902, 0.792157, 0.843137, 0.925490, 0.988235, 0.898039, 0.607843, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569, 0.521569,
 0.494118, 0.494118, 0.494118, 0.494118, 0.494118, 0.498039, 0.494118, 0.498039, 0.521569, 0.823529, 0.988235, 0.992157, 0.996078, 0.925490, 0.701961, 0.568627, 0.505882, 0.498039, 0.498039, 0.494118, 0.494118, 0.494118, 0.494118, 0.494118, 0.494118, 0.494118, 0.494118, 0.494118,
 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.537255, 0.635294, 0.650980, 0.764706, 0.937255, 0.976471, 0.929412, 0.768627, 0.556863, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510, 0.474510,
 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.458824, 0.556863, 0.792157, 0.964706, 0.996078, 0.898039, 0.545098, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980, 0.450980,
 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.447059, 0.623529, 0.952941, 0.996078, 0.749020, 0.435294, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529, 0.423529,
 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.411765, 0.737255, 1.000000, 0.894118, 0.462745, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000, 0.400000,
 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.388235, 0.415686, 0.549020, 0.568627, 0.541176, 0.505882, 0.494118, 0.529412, 0.815686, 1.000000, 0.800000, 0.392157, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471, 0.376471,
